Time stamp,Value[m],State of value,Interpolation,Absolute value[mAOD],State of absolute value,Interpolation of absolute value,Tags,Comments
01/01/2007 00:00,0.513,G,102,30.721,G,102,,
01/01/2007 00:15,0.515,G,102,30.723,G,102,,
01/01/2007 00:30,0.514,G,102,30.722,G,102,,
01/01/2007 00:45,0.517,G,102,30.725,G,102,,
01/01/2007 01:00,0.517,G,102,30.725,G,102,,
01/01/2007 01:15,0.517,G,102,30.725,G,102,,
01/01/2007 01:30,0.514,G,102,30.722,G,102,,
01/01/2007 01:45,0.514,G,102,30.722,G,102,,
01/01/2007 02:00,0.515,G,102,30.723,G,102,,
01/01/2007 02:15,0.52,G,102,30.728,G,102,,
01/01/2007 02:30,0.52,G,102,30.728,G,102,,
01/01/2007 02:45,0.52,G,102,30.728,G,102,,
01/01/2007 03:00,0.517,G,102,30.725,G,102,,
01/01/2007 03:15,0.51,G,102,30.718,G,102,,
01/01/2007 03:30,0.509,G,102,30.717,G,102,,
01/01/2007 03:45,0.51,G,102,30.718,G,102,,
01/01/2007 04:00,0.509,G,102,30.717,G,102,,
01/01/2007 04:15,0.508,G,102,30.716,G,102,,
01/01/2007 04:30,0.508,G,102,30.716,G,102,,
01/01/2007 04:45,0.509,G,102,30.717,G,102,,
01/01/2007 05:00,0.509,G,102,30.717,G,102,,
01/01/2007 05:15,0.512,G,102,30.72,G,102,,
01/01/2007 05:30,0.513,G,102,30.721,G,102,,
01/01/2007 05:45,0.513,G,102,30.721,G,102,,
01/01/2007 06:00,0.512,G,102,30.72,G,102,,
01/01/2007 06:15,0.512,G,102,30.72,G,102,,
01/01/2007 06:30,0.509,G,102,30.717,G,102,,
01/01/2007 06:45,0.513,G,102,30.721,G,102,,
01/01/2007 07:00,0.514,G,102,30.722,G,102,,
01/01/2007 07:15,0.513,G,102,30.721,G,102,,
01/01/2007 07:30,0.519,G,102,30.727,G,102,,
01/01/2007 07:45,0.516,G,102,30.724,G,102,,
01/01/2007 08:00,0.517,G,102,30.725,G,102,,
01/01/2007 08:15,0.512,G,102,30.72,G,102,,
01/01/2007 08:30,0.511,G,102,30.719,G,102,,
01/01/2007 08:45,0.516,G,102,30.724,G,102,,
01/01/2007 09:00,0.514,G,102,30.722,G,102,,
01/01/2007 09:15,0.514,G,102,30.722,G,102,,
01/01/2007 09:30,0.519,G,102,30.727,G,102,,
01/01/2007 09:45,0.516,G,102,30.724,G,102,,
01/01/2007 10:00,0.516,G,102,30.724,G,102,,
01/01/2007 10:15,0.516,G,102,30.724,G,102,,
01/01/2007 10:30,0.517,G,102,30.725,G,102,,
01/01/2007 10:45,0.521,G,102,30.729,G,102,,
01/01/2007 11:00,0.524,G,102,30.732,G,102,,
01/01/2007 11:15,0.522,G,102,30.73,G,102,,
01/01/2007 11:30,0.524,G,102,30.732,G,102,,
01/01/2007 11:45,0.522,G,102,30.73,G,102,,
01/01/2007 12:00,0.522,G,102,30.73,G,102,,
01/01/2007 12:15,0.519,G,102,30.727,G,102,,
01/01/2007 12:30,0.516,G,102,30.724,G,102,,
01/01/2007 12:45,0.514,G,102,30.722,G,102,,
01/01/2007 13:00,0.513,G,102,30.721,G,102,,
01/01/2007 13:15,0.515,G,102,30.723,G,102,,
01/01/2007 13:30,0.511,G,102,30.719,G,102,,
01/01/2007 13:45,0.514,G,102,30.722,G,102,,
01/01/2007 14:00,0.511,G,102,30.719,G,102,,
01/01/2007 14:15,0.517,G,102,30.725,G,102,,
01/01/2007 14:30,0.517,G,102,30.725,G,102,,
01/01/2007 14:45,0.518,G,102,30.726,G,102,,
01/01/2007 15:00,0.516,G,102,30.724,G,102,,
01/01/2007 15:15,0.524,G,102,30.732,G,102,,
01/01/2007 15:30,0.533,G,102,30.741,G,102,,
01/01/2007 15:45,0.543,G,102,30.751,G,102,,
01/01/2007 16:00,0.545,G,102,30.753,G,102,,
01/01/2007 16:15,0.546,G,102,30.754,G,102,,
01/01/2007 16:30,0.555,G,102,30.763,G,102,,
01/01/2007 16:45,0.558,G,102,30.766,G,102,,
01/01/2007 17:00,0.561,G,102,30.769,G,102,,
01/01/2007 17:15,0.569,G,102,30.777,G,102,,
01/01/2007 17:30,0.58,G,102,30.788,G,102,,
01/01/2007 17:45,0.587,G,102,30.795,G,102,,
01/01/2007 18:00,0.591,G,102,30.799,G,102,,
01/01/2007 18:15,0.591,G,102,30.799,G,102,,
01/01/2007 18:30,0.589,G,102,30.797,G,102,,
01/01/2007 18:45,0.591,G,102,30.799,G,102,,
01/01/2007 19:00,0.597,G,102,30.805,G,102,,
01/01/2007 19:15,0.601,G,102,30.809,G,102,,
01/01/2007 19:30,0.602,G,102,30.81,G,102,,
01/01/2007 19:45,0.606,G,102,30.814,G,102,,
01/01/2007 20:00,0.605,G,102,30.813,G,102,,
01/01/2007 20:15,0.606,G,102,30.814,G,102,,
01/01/2007 20:30,0.604,G,102,30.812,G,102,,
01/01/2007 20:45,0.6,G,102,30.808,G,102,,
01/01/2007 21:00,0.603,G,102,30.811,G,102,,
01/01/2007 21:15,0.609,G,102,30.817,G,102,,
01/01/2007 21:30,0.608,G,102,30.816,G,102,,
01/01/2007 21:45,0.611,G,102,30.819,G,102,,
01/01/2007 22:00,0.606,G,102,30.814,G,102,,
01/01/2007 22:15,0.605,G,102,30.813,G,102,,
01/01/2007 22:30,0.605,G,102,30.813,G,102,,
01/01/2007 22:45,0.607,G,102,30.815,G,102,,
01/01/2007 23:00,0.607,G,102,30.815,G,102,,
01/01/2007 23:15,0.611,G,102,30.819,G,102,,
01/01/2007 23:30,0.614,G,102,30.822,G,102,,
01/01/2007 23:45,0.622,G,102,30.83,G,102,,
02/01/2007 00:00,0.62,G,102,30.828,G,102,,
02/01/2007 00:15,0.629,G,102,30.837,G,102,,
02/01/2007 00:30,0.63,G,102,30.838,G,102,,
02/01/2007 00:45,0.633,G,102,30.841,G,102,,
02/01/2007 01:00,0.637,G,102,30.845,G,102,,
02/01/2007 01:15,0.633,G,102,30.841,G,102,,
02/01/2007 01:30,0.634,G,102,30.842,G,102,,
02/01/2007 01:45,0.637,G,102,30.845,G,102,,
02/01/2007 02:00,0.635,G,102,30.843,G,102,,
02/01/2007 02:15,0.636,G,102,30.844,G,102,,
02/01/2007 02:30,0.632,G,102,30.84,G,102,,
02/01/2007 02:45,0.631,G,102,30.839,G,102,,
02/01/2007 03:00,0.63,G,102,30.838,G,102,,
02/01/2007 03:15,0.626,G,102,30.834,G,102,,
02/01/2007 03:30,0.621,G,102,30.829,G,102,,
02/01/2007 03:45,0.623,G,102,30.831,G,102,,
02/01/2007 04:00,0.618,G,102,30.826,G,102,,
02/01/2007 04:15,0.623,G,102,30.831,G,102,,
02/01/2007 04:30,0.616,G,102,30.824,G,102,,
02/01/2007 04:45,0.619,G,102,30.827,G,102,,
02/01/2007 05:00,0.617,G,102,30.825,G,102,,
02/01/2007 05:15,0.617,G,102,30.825,G,102,,
02/01/2007 05:30,0.624,G,102,30.832,G,102,,
02/01/2007 05:45,0.626,G,102,30.834,G,102,,
02/01/2007 06:00,0.626,G,102,30.834,G,102,,
02/01/2007 06:15,0.631,G,102,30.839,G,102,,
02/01/2007 06:30,0.628,G,102,30.836,G,102,,
02/01/2007 06:45,0.627,G,102,30.835,G,102,,
02/01/2007 07:00,0.626,G,102,30.834,G,102,,
02/01/2007 07:15,0.629,G,102,30.837,G,102,,
02/01/2007 07:30,0.624,G,102,30.832,G,102,,
02/01/2007 07:45,0.625,G,102,30.833,G,102,,
02/01/2007 08:00,0.624,G,102,30.832,G,102,,
02/01/2007 08:15,0.619,G,102,30.827,G,102,,
02/01/2007 08:30,0.622,G,102,30.83,G,102,,
02/01/2007 08:45,0.625,G,102,30.833,G,102,,
02/01/2007 09:00,0.62,G,102,30.828,G,102,,
02/01/2007 09:15,0.629,G,102,30.837,G,102,,
02/01/2007 09:30,0.627,G,102,30.835,G,102,,
02/01/2007 09:45,0.629,G,102,30.837,G,102,,
02/01/2007 10:00,0.628,G,102,30.836,G,102,,
02/01/2007 10:15,0.632,G,102,30.84,G,102,,
02/01/2007 10:30,0.632,G,102,30.84,G,102,,
02/01/2007 10:45,0.634,G,102,30.842,G,102,,
02/01/2007 11:00,0.641,G,102,30.849,G,102,,
02/01/2007 11:15,0.64,G,102,30.848,G,102,,
02/01/2007 11:30,0.643,G,102,30.851,G,102,,
02/01/2007 11:45,0.644,G,102,30.852,G,102,,
02/01/2007 12:00,0.652,G,102,30.86,G,102,,
02/01/2007 12:15,0.655,G,102,30.863,G,102,,
02/01/2007 12:30,0.657,G,102,30.865,G,102,,
02/01/2007 12:45,0.661,G,102,30.869,G,102,,
02/01/2007 13:00,0.664,G,102,30.872,G,102,,
02/01/2007 13:15,0.665,G,102,30.873,G,102,,
02/01/2007 13:30,0.668,G,102,30.876,G,102,,
02/01/2007 13:45,0.669,G,102,30.877,G,102,,
02/01/2007 14:00,0.668,G,102,30.876,G,102,,
02/01/2007 14:15,0.671,G,102,30.879,G,102,,
02/01/2007 14:30,0.672,G,102,30.88,G,102,,
02/01/2007 14:45,0.673,G,102,30.881,G,102,,
02/01/2007 15:00,0.67,G,102,30.878,G,102,,
02/01/2007 15:15,0.671,G,102,30.879,G,102,,
02/01/2007 15:30,0.671,G,102,30.879,G,102,,
02/01/2007 15:45,0.67,G,102,30.878,G,102,,
02/01/2007 16:00,0.669,G,102,30.877,G,102,,
02/01/2007 16:15,0.67,G,102,30.878,G,102,,
02/01/2007 16:30,0.668,G,102,30.876,G,102,,
02/01/2007 16:45,0.67,G,102,30.878,G,102,,
02/01/2007 17:00,0.665,G,102,30.873,G,102,,
02/01/2007 17:15,0.664,G,102,30.872,G,102,,
02/01/2007 17:30,0.664,G,102,30.872,G,102,,
02/01/2007 17:45,0.662,G,102,30.87,G,102,,
02/01/2007 18:00,0.657,G,102,30.865,G,102,,
02/01/2007 18:15,0.658,G,102,30.866,G,102,,
02/01/2007 18:30,0.657,G,102,30.865,G,102,,
02/01/2007 18:45,0.655,G,102,30.863,G,102,,
02/01/2007 19:00,0.655,G,102,30.863,G,102,,
02/01/2007 19:15,0.653,G,102,30.861,G,102,,
02/01/2007 19:30,0.651,G,102,30.859,G,102,,
02/01/2007 19:45,0.648,G,102,30.856,G,102,,
02/01/2007 20:00,0.648,G,102,30.856,G,102,,
02/01/2007 20:15,0.646,G,102,30.854,G,102,,
02/01/2007 20:30,0.646,G,102,30.854,G,102,,
02/01/2007 20:45,0.644,G,102,30.852,G,102,,
02/01/2007 21:00,0.643,G,102,30.851,G,102,,
02/01/2007 21:15,0.641,G,102,30.849,G,102,,
02/01/2007 21:30,0.64,G,102,30.848,G,102,,
02/01/2007 21:45,0.636,G,102,30.844,G,102,,
02/01/2007 22:00,0.635,G,102,30.843,G,102,,
02/01/2007 22:15,0.631,G,102,30.839,G,102,,
02/01/2007 22:30,0.63,G,102,30.838,G,102,,
02/01/2007 22:45,0.627,G,102,30.835,G,102,,
02/01/2007 23:00,0.624,G,102,30.832,G,102,,
02/01/2007 23:15,0.62,G,102,30.828,G,102,,
02/01/2007 23:30,0.62,G,102,30.828,G,102,,
02/01/2007 23:45,0.62,G,102,30.828,G,102,,
03/01/2007 00:00,0.616,G,102,30.824,G,102,,
03/01/2007 00:15,0.616,G,102,30.824,G,102,,
03/01/2007 00:30,0.612,G,102,30.82,G,102,,
03/01/2007 00:45,0.61,G,102,30.818,G,102,,
03/01/2007 01:00,0.609,G,102,30.817,G,102,,
03/01/2007 01:15,0.607,G,102,30.815,G,102,,
03/01/2007 01:30,0.606,G,102,30.814,G,102,,
03/01/2007 01:45,0.602,G,102,30.81,G,102,,
03/01/2007 02:00,0.603,G,102,30.811,G,102,,
03/01/2007 02:15,0.602,G,102,30.81,G,102,,
03/01/2007 02:30,0.599,G,102,30.807,G,102,,
03/01/2007 02:45,0.597,G,102,30.805,G,102,,
03/01/2007 03:00,0.597,G,102,30.805,G,102,,
03/01/2007 03:15,0.596,G,102,30.804,G,102,,
03/01/2007 03:30,0.591,G,102,30.799,G,102,,
03/01/2007 03:45,0.591,G,102,30.799,G,102,,
03/01/2007 04:00,0.589,G,102,30.797,G,102,,
03/01/2007 04:15,0.589,G,102,30.797,G,102,,
03/01/2007 04:30,0.586,G,102,30.794,G,102,,
03/01/2007 04:45,0.586,G,102,30.794,G,102,,
03/01/2007 05:00,0.587,G,102,30.795,G,102,,
03/01/2007 05:15,0.582,G,102,30.79,G,102,,
03/01/2007 05:30,0.583,G,102,30.791,G,102,,
03/01/2007 05:45,0.581,G,102,30.789,G,102,,
03/01/2007 06:00,0.58,G,102,30.788,G,102,,
03/01/2007 06:15,0.579,G,102,30.787,G,102,,
03/01/2007 06:30,0.575,G,102,30.783,G,102,,
03/01/2007 06:45,0.574,G,102,30.782,G,102,,
03/01/2007 07:00,0.572,G,102,30.78,G,102,,
03/01/2007 07:15,0.575,G,102,30.783,G,102,,
03/01/2007 07:30,0.574,G,102,30.782,G,102,,
03/01/2007 07:45,0.574,G,102,30.782,G,102,,
03/01/2007 08:00,0.57,G,102,30.778,G,102,,
03/01/2007 08:15,0.572,G,102,30.78,G,102,,
03/01/2007 08:30,0.573,G,102,30.781,G,102,,
03/01/2007 08:45,0.576,G,102,30.784,G,102,,
03/01/2007 09:00,0.574,G,102,30.782,G,102,,
03/01/2007 09:15,0.577,G,102,30.785,G,102,,
03/01/2007 09:30,0.575,G,102,30.783,G,102,,
03/01/2007 09:45,0.575,G,102,30.783,G,102,,
03/01/2007 10:00,0.573,G,102,30.781,G,102,,
03/01/2007 10:15,0.574,G,102,30.782,G,102,,
03/01/2007 10:30,0.574,G,102,30.782,G,102,,
03/01/2007 10:45,0.57,G,102,30.778,G,102,,
03/01/2007 11:00,0.575,G,102,30.783,G,102,,
03/01/2007 11:15,0.574,G,102,30.782,G,102,,
03/01/2007 11:30,0.574,G,102,30.782,G,102,,"Site check 11.35 GB reading 0.576m, Instrument reading 0.575m."
03/01/2007 11:45,0.578,G,102,30.786,G,102,,
03/01/2007 12:00,0.578,G,102,30.786,G,102,,
03/01/2007 12:15,0.579,G,102,30.787,G,102,,
03/01/2007 12:30,0.582,G,102,30.79,G,102,,
03/01/2007 12:45,0.579,G,102,30.787,G,102,,
03/01/2007 13:00,0.581,G,102,30.789,G,102,,
03/01/2007 13:15,0.578,G,102,30.786,G,102,,
03/01/2007 13:30,0.579,G,102,30.787,G,102,,
03/01/2007 13:45,0.577,G,102,30.785,G,102,,
03/01/2007 14:00,0.577,G,102,30.785,G,102,,
03/01/2007 14:15,0.573,G,102,30.781,G,102,,
03/01/2007 14:30,0.571,G,102,30.779,G,102,,
03/01/2007 14:45,0.569,G,102,30.777,G,102,,
03/01/2007 15:00,0.568,G,102,30.776,G,102,,
03/01/2007 15:15,0.565,G,102,30.773,G,102,,
03/01/2007 15:30,0.564,G,102,30.772,G,102,,
03/01/2007 15:45,0.564,G,102,30.772,G,102,,
03/01/2007 16:00,0.563,G,102,30.771,G,102,,
03/01/2007 16:15,0.562,G,102,30.77,G,102,,
03/01/2007 16:30,0.563,G,102,30.771,G,102,,
03/01/2007 16:45,0.559,G,102,30.767,G,102,,
03/01/2007 17:00,0.561,G,102,30.769,G,102,,
03/01/2007 17:15,0.56,G,102,30.768,G,102,,
03/01/2007 17:30,0.559,G,102,30.767,G,102,,
03/01/2007 17:45,0.562,G,102,30.77,G,102,,
03/01/2007 18:00,0.564,G,102,30.772,G,102,,
03/01/2007 18:15,0.564,G,102,30.772,G,102,,
03/01/2007 18:30,0.566,G,102,30.774,G,102,,
03/01/2007 18:45,0.565,G,102,30.773,G,102,,
03/01/2007 19:00,0.57,G,102,30.778,G,102,,
03/01/2007 19:15,0.568,G,102,30.776,G,102,,
03/01/2007 19:30,0.569,G,102,30.777,G,102,,
03/01/2007 19:45,0.569,G,102,30.777,G,102,,
03/01/2007 20:00,0.567,G,102,30.775,G,102,,
03/01/2007 20:15,0.564,G,102,30.772,G,102,,
03/01/2007 20:30,0.564,G,102,30.772,G,102,,
03/01/2007 20:45,0.565,G,102,30.773,G,102,,
03/01/2007 21:00,0.568,G,102,30.776,G,102,,
03/01/2007 21:15,0.565,G,102,30.773,G,102,,
03/01/2007 21:30,0.567,G,102,30.775,G,102,,
03/01/2007 21:45,0.568,G,102,30.776,G,102,,
03/01/2007 22:00,0.574,G,102,30.782,G,102,,
03/01/2007 22:15,0.575,G,102,30.783,G,102,,
03/01/2007 22:30,0.577,G,102,30.785,G,102,,
03/01/2007 22:45,0.578,G,102,30.786,G,102,,
03/01/2007 23:00,0.578,G,102,30.786,G,102,,
03/01/2007 23:15,0.582,G,102,30.79,G,102,,
03/01/2007 23:30,0.582,G,102,30.79,G,102,,
03/01/2007 23:45,0.58,G,102,30.788,G,102,,
04/01/2007 00:00,0.577,G,102,30.785,G,102,,
04/01/2007 00:15,0.577,G,102,30.785,G,102,,
04/01/2007 00:30,0.575,G,102,30.783,G,102,,
04/01/2007 00:45,0.576,G,102,30.784,G,102,,
04/01/2007 01:00,0.577,G,102,30.785,G,102,,
04/01/2007 01:15,0.58,G,102,30.788,G,102,,
04/01/2007 01:30,0.58,G,102,30.788,G,102,,
04/01/2007 01:45,0.585,G,102,30.793,G,102,,
04/01/2007 02:00,0.583,G,102,30.791,G,102,,
04/01/2007 02:15,0.581,G,102,30.789,G,102,,
04/01/2007 02:30,0.584,G,102,30.792,G,102,,
04/01/2007 02:45,0.583,G,102,30.791,G,102,,
04/01/2007 03:00,0.587,G,102,30.795,G,102,,
04/01/2007 03:15,0.583,G,102,30.791,G,102,,
04/01/2007 03:30,0.586,G,102,30.794,G,102,,
04/01/2007 03:45,0.589,G,102,30.797,G,102,,
04/01/2007 04:00,0.592,G,102,30.8,G,102,,
04/01/2007 04:15,0.596,G,102,30.804,G,102,,
04/01/2007 04:30,0.592,G,102,30.8,G,102,,
04/01/2007 04:45,0.595,G,102,30.803,G,102,,
04/01/2007 05:00,0.588,G,102,30.796,G,102,,
04/01/2007 05:15,0.592,G,102,30.8,G,102,,
04/01/2007 05:30,0.582,G,102,30.79,G,102,,
04/01/2007 05:45,0.583,G,102,30.791,G,102,,
04/01/2007 06:00,0.584,G,102,30.792,G,102,,
04/01/2007 06:15,0.584,G,102,30.792,G,102,,
04/01/2007 06:30,0.587,G,102,30.795,G,102,,
04/01/2007 06:45,0.594,G,102,30.802,G,102,,
04/01/2007 07:00,0.596,G,102,30.804,G,102,,
04/01/2007 07:15,0.602,G,102,30.81,G,102,,
04/01/2007 07:30,0.603,G,102,30.811,G,102,,
04/01/2007 07:45,0.602,G,102,30.81,G,102,,
04/01/2007 08:00,0.602,G,102,30.81,G,102,,
04/01/2007 08:15,0.599,G,102,30.807,G,102,,
04/01/2007 08:30,0.601,G,102,30.809,G,102,,
04/01/2007 08:45,0.597,G,102,30.805,G,102,,
04/01/2007 09:00,0.599,G,102,30.807,G,102,,
04/01/2007 09:15,0.597,G,102,30.805,G,102,,
04/01/2007 09:30,0.593,G,102,30.801,G,102,,
04/01/2007 09:45,0.588,G,102,30.796,G,102,,
04/01/2007 10:00,0.593,G,102,30.801,G,102,,
04/01/2007 10:15,0.592,G,102,30.8,G,102,,
04/01/2007 10:30,0.594,G,102,30.802,G,102,,
04/01/2007 10:45,0.591,G,102,30.799,G,102,,
04/01/2007 11:00,0.592,G,102,30.8,G,102,,
04/01/2007 11:15,0.589,G,102,30.797,G,102,,
04/01/2007 11:30,0.593,G,102,30.801,G,102,,
04/01/2007 11:45,0.588,G,102,30.796,G,102,,
04/01/2007 12:00,0.592,G,102,30.8,G,102,,
04/01/2007 12:15,0.593,G,102,30.801,G,102,,
04/01/2007 12:30,0.599,G,102,30.807,G,102,,
04/01/2007 12:45,0.6,G,102,30.808,G,102,,
04/01/2007 13:00,0.604,G,102,30.812,G,102,,
04/01/2007 13:15,0.603,G,102,30.811,G,102,,
04/01/2007 13:30,0.606,G,102,30.814,G,102,,
04/01/2007 13:45,0.606,G,102,30.814,G,102,,
04/01/2007 14:00,0.604,G,102,30.812,G,102,,
04/01/2007 14:15,0.601,G,102,30.809,G,102,,
04/01/2007 14:30,0.601,G,102,30.809,G,102,,
04/01/2007 14:45,0.598,G,102,30.806,G,102,,
04/01/2007 15:00,0.598,G,102,30.806,G,102,,
04/01/2007 15:15,0.599,G,102,30.807,G,102,,
04/01/2007 15:30,0.599,G,102,30.807,G,102,,
04/01/2007 15:45,0.602,G,102,30.81,G,102,,
04/01/2007 16:00,0.603,G,102,30.811,G,102,,
04/01/2007 16:15,0.605,G,102,30.813,G,102,,
04/01/2007 16:30,0.599,G,102,30.807,G,102,,
04/01/2007 16:45,0.602,G,102,30.81,G,102,,
04/01/2007 17:00,0.598,G,102,30.806,G,102,,
04/01/2007 17:15,0.592,G,102,30.8,G,102,,
04/01/2007 17:30,0.588,G,102,30.796,G,102,,
04/01/2007 17:45,0.585,G,102,30.793,G,102,,
04/01/2007 18:00,0.584,G,102,30.792,G,102,,
04/01/2007 18:15,0.58,G,102,30.788,G,102,,
04/01/2007 18:30,0.576,G,102,30.784,G,102,,
04/01/2007 18:45,0.579,G,102,30.787,G,102,,
04/01/2007 19:00,0.58,G,102,30.788,G,102,,
04/01/2007 19:15,0.579,G,102,30.787,G,102,,
04/01/2007 19:30,0.582,G,102,30.79,G,102,,
04/01/2007 19:45,0.583,G,102,30.791,G,102,,
04/01/2007 20:00,0.585,G,102,30.793,G,102,,
04/01/2007 20:15,0.584,G,102,30.792,G,102,,
04/01/2007 20:30,0.581,G,102,30.789,G,102,,
04/01/2007 20:45,0.582,G,102,30.79,G,102,,
04/01/2007 21:00,0.58,G,102,30.788,G,102,,
04/01/2007 21:15,0.578,G,102,30.786,G,102,,
04/01/2007 21:30,0.575,G,102,30.783,G,102,,
04/01/2007 21:45,0.573,G,102,30.781,G,102,,
04/01/2007 22:00,0.571,G,102,30.779,G,102,,
04/01/2007 22:15,0.57,G,102,30.778,G,102,,
04/01/2007 22:30,0.57,G,102,30.778,G,102,,
04/01/2007 22:45,0.568,G,102,30.776,G,102,,
04/01/2007 23:00,0.569,G,102,30.777,G,102,,
04/01/2007 23:15,0.566,G,102,30.774,G,102,,
04/01/2007 23:30,0.564,G,102,30.772,G,102,,
04/01/2007 23:45,0.565,G,102,30.773,G,102,,
05/01/2007 00:00,0.56,G,102,30.768,G,102,,
05/01/2007 00:15,0.56,G,102,30.768,G,102,,
05/01/2007 00:30,0.562,G,102,30.77,G,102,,
05/01/2007 00:45,0.559,G,102,30.767,G,102,,
05/01/2007 01:00,0.556,G,102,30.764,G,102,,
05/01/2007 01:15,0.555,G,102,30.763,G,102,,
05/01/2007 01:30,0.553,G,102,30.761,G,102,,
05/01/2007 01:45,0.552,G,102,30.76,G,102,,
05/01/2007 02:00,0.552,G,102,30.76,G,102,,
05/01/2007 02:15,0.551,G,102,30.759,G,102,,
05/01/2007 02:30,0.55,G,102,30.758,G,102,,
05/01/2007 02:45,0.548,G,102,30.756,G,102,,
05/01/2007 03:00,0.547,G,102,30.755,G,102,,
05/01/2007 03:15,0.546,G,102,30.754,G,102,,
05/01/2007 03:30,0.546,G,102,30.754,G,102,,
05/01/2007 03:45,0.543,G,102,30.751,G,102,,
05/01/2007 04:00,0.543,G,102,30.751,G,102,,
05/01/2007 04:15,0.542,G,102,30.75,G,102,,
05/01/2007 04:30,0.541,G,102,30.749,G,102,,
05/01/2007 04:45,0.54,G,102,30.748,G,102,,
05/01/2007 05:00,0.539,G,102,30.747,G,102,,
05/01/2007 05:15,0.539,G,102,30.747,G,102,,
05/01/2007 05:30,0.536,G,102,30.744,G,102,,
05/01/2007 05:45,0.536,G,102,30.744,G,102,,
05/01/2007 06:00,0.533,G,102,30.741,G,102,,
05/01/2007 06:15,0.532,G,102,30.74,G,102,,
05/01/2007 06:30,0.532,G,102,30.74,G,102,,
05/01/2007 06:45,0.532,G,102,30.74,G,102,,
05/01/2007 07:00,0.529,G,102,30.737,G,102,,
05/01/2007 07:15,0.53,G,102,30.738,G,102,,
05/01/2007 07:30,0.531,G,102,30.739,G,102,,
05/01/2007 07:45,0.527,G,102,30.735,G,102,,
05/01/2007 08:00,0.528,G,102,30.736,G,102,,
05/01/2007 08:15,0.528,G,102,30.736,G,102,,
05/01/2007 08:30,0.529,G,102,30.737,G,102,,
05/01/2007 08:45,0.528,G,102,30.736,G,102,,
05/01/2007 09:00,0.53,G,102,30.738,G,102,,
05/01/2007 09:15,0.53,G,102,30.738,G,102,,
05/01/2007 09:30,0.532,G,102,30.74,G,102,,
05/01/2007 09:45,0.536,G,102,30.744,G,102,,
05/01/2007 10:00,0.536,G,102,30.744,G,102,,
05/01/2007 10:15,0.536,G,102,30.744,G,102,,
05/01/2007 10:30,0.535,G,102,30.743,G,102,,
05/01/2007 10:45,0.537,G,102,30.745,G,102,,
05/01/2007 11:00,0.534,G,102,30.742,G,102,,
05/01/2007 11:15,0.534,G,102,30.742,G,102,,
05/01/2007 11:30,0.531,G,102,30.739,G,102,,
05/01/2007 11:45,0.53,G,102,30.738,G,102,,
05/01/2007 12:00,0.531,G,102,30.739,G,102,,
05/01/2007 12:15,0.529,G,102,30.737,G,102,,
05/01/2007 12:30,0.529,G,102,30.737,G,102,,
05/01/2007 12:45,0.527,G,102,30.735,G,102,,
05/01/2007 13:00,0.528,G,102,30.736,G,102,,
05/01/2007 13:15,0.528,G,102,30.736,G,102,,
05/01/2007 13:30,0.526,G,102,30.734,G,102,,
05/01/2007 13:45,0.527,G,102,30.735,G,102,,
05/01/2007 14:00,0.526,G,102,30.734,G,102,,
05/01/2007 14:15,0.523,G,102,30.731,G,102,,
05/01/2007 14:30,0.524,G,102,30.732,G,102,,
05/01/2007 14:45,0.524,G,102,30.732,G,102,,
05/01/2007 15:00,0.523,G,102,30.731,G,102,,
05/01/2007 15:15,0.521,G,102,30.729,G,102,,
05/01/2007 15:30,0.521,G,102,30.729,G,102,,
05/01/2007 15:45,0.521,G,102,30.729,G,102,,
05/01/2007 16:00,0.521,G,102,30.729,G,102,,
05/01/2007 16:15,0.523,G,102,30.731,G,102,,
05/01/2007 16:30,0.522,G,102,30.73,G,102,,
05/01/2007 16:45,0.522,G,102,30.73,G,102,,
05/01/2007 17:00,0.522,G,102,30.73,G,102,,
05/01/2007 17:15,0.522,G,102,30.73,G,102,,
05/01/2007 17:30,0.52,G,102,30.728,G,102,,
05/01/2007 17:45,0.521,G,102,30.729,G,102,,
05/01/2007 18:00,0.52,G,102,30.728,G,102,,
05/01/2007 18:15,0.519,G,102,30.727,G,102,,
05/01/2007 18:30,0.52,G,102,30.728,G,102,,
05/01/2007 18:45,0.519,G,102,30.727,G,102,,
05/01/2007 19:00,0.519,G,102,30.727,G,102,,
05/01/2007 19:15,0.519,G,102,30.727,G,102,,
05/01/2007 19:30,0.516,G,102,30.724,G,102,,
05/01/2007 19:45,0.512,G,102,30.72,G,102,,
05/01/2007 20:00,0.51,G,102,30.718,G,102,,
05/01/2007 20:15,0.508,G,102,30.716,G,102,,
05/01/2007 20:30,0.506,G,102,30.714,G,102,,
05/01/2007 20:45,0.504,G,102,30.712,G,102,,
05/01/2007 21:00,0.501,G,102,30.709,G,102,,
05/01/2007 21:15,0.5,G,102,30.708,G,102,,
05/01/2007 21:30,0.498,G,102,30.706,G,102,,
05/01/2007 21:45,0.499,G,102,30.707,G,102,,
05/01/2007 22:00,0.498,G,102,30.706,G,102,,
05/01/2007 22:15,0.499,G,102,30.707,G,102,,
05/01/2007 22:30,0.499,G,102,30.707,G,102,,
05/01/2007 22:45,0.5,G,102,30.708,G,102,,
05/01/2007 23:00,0.499,G,102,30.707,G,102,,
05/01/2007 23:15,0.498,G,102,30.706,G,102,,
05/01/2007 23:30,0.498,G,102,30.706,G,102,,
