Time stamp,Value[m],State of value,Interpolation,Absolute value[mAOD],State of absolute value,Interpolation of absolute value,Tags,Comments
05/12/2015 16:45,2.182,G;Ed,102,28.242,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 17:00,2.19,G;Ed,102,28.25,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 17:15,2.194,G;Ed,102,28.254,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 17:30,2.192,G;Ed,102,28.252,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 17:45,2.193,G;Ed,102,28.253,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 18:00,2.191,G;Ed,102,28.251,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 18:15,2.198,G;Ed,102,28.258,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 18:30,2.195,G;Ed,102,28.255,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 18:45,2.193,G;Ed,102,28.253,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 19:00,2.191,G;Ed,102,28.251,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 19:15,2.189,G;Ed,102,28.249,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 19:30,2.189,G;Ed,102,28.249,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 19:45,2.188,G;Ed,102,28.248,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 20:00,2.186,G;Ed,102,28.246,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 20:15,2.182,G;Ed,102,28.242,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 20:30,2.18,G;Ed,102,28.24,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 20:45,2.18,G;Ed,102,28.24,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 21:00,2.175,G;Ed,102,28.235,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 21:15,2.169,G;Ed,102,28.229,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 21:30,2.169,G;Ed,102,28.229,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 21:45,2.168,G;Ed,102,28.228,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 22:00,2.161,G;Ed,102,28.221,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 22:15,2.158,G;Ed,102,28.218,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 22:30,2.156,G;Ed,102,28.216,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 22:45,2.15,G;Ed,102,28.21,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 23:00,2.15,G;Ed,102,28.21,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 23:15,2.139,G;Ed,102,28.199,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 23:30,2.136,G;Ed,102,28.196,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
05/12/2015 23:45,2.13,G;Ed,102,28.19,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 00:00,2.129,G;Ed,102,28.189,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 00:15,2.121,G;Ed,102,28.181,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 00:30,2.116,G;Ed,102,28.176,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 00:45,2.111,G;Ed,102,28.171,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 01:00,2.104,G;Ed,102,28.164,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 01:15,2.098,G;Ed,102,28.158,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 01:30,2.095,G;Ed,102,28.155,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 01:45,2.086,G;Ed,102,28.146,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 02:00,2.084,G;Ed,102,28.144,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 02:15,2.081,G;Ed,102,28.141,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 02:30,2.07,G;Ed,102,28.13,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 02:45,2.065,G;Ed,102,28.125,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 03:00,2.064,G;Ed,102,28.124,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 03:15,2.056,G;Ed,102,28.116,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 03:30,2.053,G;Ed,102,28.113,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 03:45,2.05,G;Ed,102,28.11,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 04:00,2.046,G;Ed,102,28.106,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 04:15,2.038,G;Ed,102,28.098,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 04:30,2.038,G;Ed,102,28.098,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 04:45,2.032,G;Ed,102,28.092,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 05:00,2.032,G;Ed,102,28.092,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 05:15,2.023,G;Ed,102,28.083,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 05:30,2.021,G;Ed,102,28.081,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 05:45,2.014,G;Ed,102,28.074,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 06:00,2.013,G;Ed,102,28.073,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 06:15,2.01,G;Ed,102,28.07,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 06:30,2.01,G;Ed,102,28.07,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 06:45,2.007,G;Ed,102,28.067,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 07:00,1.999,G;Ed,102,28.059,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 07:15,1.998,G;Ed,102,28.058,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 07:30,1.995,G;Ed,102,28.055,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 07:45,1.999,G;Ed,102,28.059,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 08:00,1.994,G;Ed,102,28.054,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 08:15,1.991,G;Ed,102,28.051,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 08:30,1.992,G;Ed,102,28.052,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 08:45,1.99,G;Ed,102,28.05,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 09:00,1.991,G;Ed,102,28.051,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 09:15,1.991,G;Ed,102,28.051,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 09:30,1.999,G;Ed,102,28.059,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 09:45,1.996,G;Ed,102,28.056,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 10:00,2.006,G;Ed,102,28.066,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 10:15,2.009,G;Ed,102,28.069,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 10:30,2.014,G;Ed,102,28.074,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 10:45,2.009,G;Ed,102,28.069,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 11:00,2.012,G;Ed,102,28.072,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 11:15,2.018,G;Ed,102,28.078,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 11:30,2.022,G;Ed,102,28.082,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 11:45,2.021,G;Ed,102,28.081,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 12:00,2.021,G;Ed,102,28.081,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 12:15,2.024,G;Ed,102,28.084,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 12:30,2.031,G;Ed,102,28.091,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 12:45,2.03,G;Ed,102,28.09,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 13:00,2.03,G;Ed,102,28.09,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 13:15,2.04,G;Ed,102,28.1,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 13:30,2.046,G;Ed,102,28.106,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 13:45,2.05,G;Ed,102,28.11,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 14:00,2.058,G;Ed,102,28.118,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 14:15,2.067,G;Ed,102,28.127,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 14:30,2.065,G;Ed,102,28.125,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 14:45,2.067,G;Ed,102,28.127,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 15:00,2.073,G;Ed,102,28.133,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 15:15,2.072,G;Ed,102,28.132,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 15:30,2.077,G;Ed,102,28.137,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 15:45,2.074,G;Ed,102,28.134,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 16:00,2.077,G;Ed,102,28.137,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 16:15,2.074,G;Ed,102,28.134,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 16:30,2.075,G;Ed,102,28.135,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 16:45,2.081,G;Ed,102,28.141,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 17:00,2.069,G;Ed,102,28.129,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 17:15,2.071,G;Ed,102,28.131,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 17:30,2.07,G;Ed,102,28.13,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 17:45,2.068,G;Ed,102,28.128,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 18:00,2.064,G;Ed,102,28.124,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 18:15,2.063,G;Ed,102,28.123,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 18:30,2.062,G;Ed,102,28.122,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 18:45,2.06,G;Ed,102,28.12,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 19:00,2.059,G;Ed,102,28.119,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 19:15,2.059,G;Ed,102,28.119,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 19:30,2.053,G;Ed,102,28.113,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 19:45,2.051,G;Ed,102,28.111,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 20:00,2.054,G;Ed,102,28.114,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 20:15,2.044,G;Ed,102,28.104,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 20:30,2.05,G;Ed,102,28.11,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 20:45,2.046,G;Ed,102,28.106,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 21:00,2.045,G;Ed,102,28.105,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 21:15,2.038,G;Ed,102,28.098,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 21:30,2.037,G;Ed,102,28.097,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 21:45,2.04,G;Ed,102,28.1,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 22:00,2.036,G;Ed,102,28.096,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 22:15,2.039,G;Ed,102,28.099,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 22:30,2.034,G;Ed,102,28.094,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 22:45,2.033,G;Ed,102,28.093,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 23:00,2.032,G;Ed,102,28.092,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 23:15,2.03,G;Ed,102,28.09,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 23:30,2.025,G;Ed,102,28.085,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
06/12/2015 23:45,2.023,G;Ed,102,28.083,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 00:00,2.028,G;Ed,102,28.088,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 00:15,2.02,G;Ed,102,28.08,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 00:30,2.019,G;Ed,102,28.079,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 00:45,2.018,G;Ed,102,28.078,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 01:00,2.016,G;Ed,102,28.076,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 01:15,2.015,G;Ed,102,28.075,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 01:30,2.01,G;Ed,102,28.07,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 01:45,2.006,G;Ed,102,28.066,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 02:00,2.007,G;Ed,102,28.067,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 02:15,2.008,G;Ed,102,28.068,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 02:30,2.006,G;Ed,102,28.066,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 02:45,2.001,G;Ed,102,28.061,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 03:00,2.004,G;Ed,102,28.064,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 03:15,2,G;Ed,102,28.06,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 03:30,1.997,G;Ed,102,28.057,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 03:45,1.997,G;Ed,102,28.057,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 04:00,1.994,G;Ed,102,28.054,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 04:15,1.996,G;Ed,102,28.056,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 04:30,1.995,G;Ed,102,28.055,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 04:45,1.991,G;Ed,102,28.051,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 05:00,1.989,G;Ed,102,28.049,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 05:15,1.988,G;Ed,102,28.048,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 05:30,1.99,G;Ed,102,28.05,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 05:45,1.986,G;Ed,102,28.046,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 06:00,1.991,G;Ed,102,28.051,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 06:15,1.99,G;Ed,102,28.05,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 06:30,1.989,G;Ed,102,28.049,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 06:45,1.987,G;Ed,102,28.047,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 07:00,1.988,G;Ed,102,28.048,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 07:15,1.988,G;Ed,102,28.048,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 07:30,1.989,G;Ed,102,28.049,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 07:45,1.986,G;Ed,102,28.046,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 08:00,1.984,G;Ed,102,28.044,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 08:15,1.987,G;Ed,102,28.047,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 08:30,1.984,G;Ed,102,28.044,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 08:45,1.987,G;Ed,102,28.047,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 09:00,1.986,G;Ed,102,28.046,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 09:15,1.988,G;Ed,102,28.048,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 09:30,1.993,G;Ed,102,28.053,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 09:45,1.994,G;Ed,102,28.054,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 10:00,1.992,G;Ed,102,28.052,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 10:15,1.993,G;Ed,102,28.053,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 10:30,1.994,G;Ed,102,28.054,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 10:45,1.994,G;Ed,102,28.054,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 11:00,1.992,G;Ed,102,28.052,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 11:15,1.999,G;Ed,102,28.059,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 11:30,1.999,G;Ed,102,28.059,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 11:45,1.998,G;Ed,102,28.058,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 12:00,1.991,G;Ed,102,28.051,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 12:15,2.002,G;Ed,102,28.062,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 12:30,1.991,G;Ed,102,28.051,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 12:45,1.996,G;Ed,102,28.056,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 13:00,1.993,G;Ed,102,28.053,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 13:15,1.986,G;Ed,102,28.046,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 13:30,1.987,G;Ed,102,28.047,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 13:45,1.983,G;Ed,102,28.043,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 14:00,1.982,G;Ed,102,28.042,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 14:15,1.983,G;Ed,102,28.043,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 14:30,1.977,G;Ed,102,28.037,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 14:45,1.976,G;Ed,102,28.036,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 15:00,1.973,G;Ed,102,28.033,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 15:15,1.968,G;Ed,102,28.028,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 15:30,1.968,G;Ed,102,28.028,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 15:45,1.958,G;Ed,102,28.018,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 16:00,1.959,G;Ed,102,28.019,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 16:15,1.954,G;Ed,102,28.014,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 16:30,1.95,G;Ed,102,28.01,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 16:45,1.942,G;Ed,102,28.002,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 17:00,1.938,G;Ed,102,27.998,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 17:15,1.937,G;Ed,102,27.997,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 17:30,1.932,G;Ed,102,27.992,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 17:45,1.926,G;Ed,102,27.986,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 18:00,1.921,G;Ed,102,27.981,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 18:15,1.922,G;Ed,102,27.982,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 18:30,1.916,G;Ed,102,27.976,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 18:45,1.91,G;Ed,102,27.97,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 19:00,1.903,G;Ed,102,27.963,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 19:15,1.897,G;Ed,102,27.957,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 19:30,1.891,G;Ed,102,27.951,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 19:45,1.888,G;Ed,102,27.948,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 20:00,1.882,G;Ed,102,27.942,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 20:15,1.874,G;Ed,102,27.934,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 20:30,1.87,G;Ed,102,27.93,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 20:45,1.866,G;Ed,102,27.926,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 21:00,1.858,G;Ed,102,27.918,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 21:15,1.854,G;Ed,102,27.914,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 21:30,1.849,G;Ed,102,27.909,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 21:45,1.847,G;Ed,102,27.907,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 22:00,1.84,G;Ed,102,27.9,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 22:15,1.835,G;Ed,102,27.895,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 22:30,1.828,G;Ed,102,27.888,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 22:45,1.821,G;Ed,102,27.881,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 23:00,1.817,G;Ed,102,27.877,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 23:15,1.815,G;Ed,102,27.875,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 23:30,1.808,G;Ed,102,27.868,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
07/12/2015 23:45,1.803,G;Ed,102,27.863,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 00:00,1.796,G;Ed,102,27.856,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 00:15,1.792,G;Ed,102,27.852,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 00:30,1.787,G;Ed,102,27.847,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 00:45,1.781,G;Ed,102,27.841,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 01:00,1.779,G;Ed,102,27.839,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 01:15,1.77,G;Ed,102,27.83,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 01:30,1.771,G;Ed,102,27.831,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 01:45,1.763,G;Ed,102,27.823,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 02:00,1.759,G;Ed,102,27.819,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 02:15,1.755,G;Ed,102,27.815,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 02:30,1.749,G;Ed,102,27.809,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 02:45,1.743,G;Ed,102,27.803,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 03:00,1.738,G;Ed,102,27.798,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 03:15,1.736,G;Ed,102,27.796,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 03:30,1.727,G;Ed,102,27.787,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 03:45,1.726,G;Ed,102,27.786,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 04:00,1.719,G;Ed,102,27.779,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 04:15,1.713,G;Ed,102,27.773,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 04:30,1.71,G;Ed,102,27.77,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 04:45,1.709,G;Ed,102,27.769,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 05:00,1.7,G;Ed,102,27.76,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 05:15,1.699,G;Ed,102,27.759,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 05:30,1.693,G;Ed,102,27.753,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 05:45,1.698,G;Ed,102,27.758,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 06:00,1.69,G;Ed,102,27.75,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 06:15,1.689,G;Ed,102,27.749,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 06:30,1.686,G;Ed,102,27.746,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
08/12/2015 06:45,1.682,G;Ed,102,27.742,G,102,,Instrument reading 6mm low - drift correction applied back to last time good
