Time stamp,Value[m],State of value,Interpolation,Absolute value[mAOD],State of absolute value,Interpolation of absolute value,Tags,Comments
31/08/2015 23:15,0.382,G,102,26.442,G,102,,
31/08/2015 23:30,0.383,G,102,26.443,G,102,,
31/08/2015 23:45,0.382,G,102,26.442,G,102,,
01/09/2015 00:00,0.381,G,102,26.441,G,102,,
01/09/2015 00:15,0.383,G,102,26.443,G,102,,
01/09/2015 00:30,0.383,G,102,26.443,G,102,,
01/09/2015 00:45,0.383,G,102,26.443,G,102,,
01/09/2015 01:00,0.383,G,102,26.443,G,102,,
01/09/2015 01:15,0.381,G,102,26.441,G,102,,
01/09/2015 01:30,0.382,G,102,26.442,G,102,,
01/09/2015 01:45,0.38,G,102,26.44,G,102,,
01/09/2015 02:00,0.38,G,102,26.44,G,102,,
01/09/2015 02:15,0.38,G,102,26.44,G,102,,
01/09/2015 02:30,0.378,G,102,26.438,G,102,,
01/09/2015 02:45,0.379,G,102,26.439,G,102,,
01/09/2015 03:00,0.381,G,102,26.441,G,102,,
01/09/2015 03:15,0.385,G,102,26.445,G,102,,
01/09/2015 03:30,0.394,G,102,26.454,G,102,,
01/09/2015 03:45,0.405,G,102,26.465,G,102,,
01/09/2015 04:00,0.416,G,102,26.476,G,102,,
01/09/2015 04:15,0.426,G,102,26.486,G,102,,
01/09/2015 04:30,0.431,G,102,26.491,G,102,,
01/09/2015 04:45,0.437,G,102,26.497,G,102,,
01/09/2015 05:00,0.439,G,102,26.499,G,102,,
01/09/2015 05:15,0.439,G,102,26.499,G,102,,
01/09/2015 05:30,0.435,G,102,26.495,G,102,,
01/09/2015 05:45,0.43,G,102,26.49,G,102,,
01/09/2015 06:00,0.426,G,102,26.486,G,102,,
01/09/2015 06:15,0.419,G,102,26.479,G,102,,
01/09/2015 06:30,0.411,G,102,26.471,G,102,,
01/09/2015 06:45,0.408,G,102,26.468,G,102,,
01/09/2015 07:00,0.399,G,102,26.459,G,102,,
01/09/2015 07:15,0.395,G,102,26.455,G,102,,
01/09/2015 07:30,0.388,G,102,26.448,G,102,,
01/09/2015 07:45,0.384,G,102,26.444,G,102,,
01/09/2015 08:00,0.379,G,102,26.439,G,102,,
01/09/2015 08:15,0.375,G,102,26.435,G,102,,
01/09/2015 08:30,0.372,G,102,26.432,G,102,,
01/09/2015 08:45,0.37,G,102,26.43,G,102,,
01/09/2015 09:00,0.368,G,102,26.428,G,102,,
01/09/2015 09:15,0.367,G,102,26.427,G,102,,
01/09/2015 09:30,0.366,G,102,26.426,G,102,,
01/09/2015 09:45,0.365,G,102,26.425,G,102,,
01/09/2015 10:00,0.365,G,102,26.425,G,102,,
01/09/2015 10:15,0.364,G,102,26.424,G,102,,
01/09/2015 10:30,0.365,G,102,26.425,G,102,,
01/09/2015 10:45,0.364,G,102,26.424,G,102,,
01/09/2015 11:00,0.364,G,102,26.424,G,102,,
01/09/2015 11:15,0.365,G,102,26.425,G,102,,
01/09/2015 11:30,0.364,G,102,26.424,G,102,,
01/09/2015 11:45,0.365,G,102,26.425,G,102,,
01/09/2015 12:00,0.366,G,102,26.426,G,102,,
01/09/2015 12:15,0.367,G,102,26.427,G,102,,
01/09/2015 12:30,0.369,G,102,26.429,G,102,,
01/09/2015 12:45,0.372,G,102,26.432,G,102,,
01/09/2015 13:00,0.372,G,102,26.432,G,102,,
01/09/2015 13:15,0.374,G,102,26.434,G,102,,
01/09/2015 13:30,0.375,G,102,26.435,G,102,,
01/09/2015 13:45,0.375,G,102,26.435,G,102,,
01/09/2015 14:00,0.375,G,102,26.435,G,102,,
01/09/2015 14:15,0.376,G,102,26.436,G,102,,
01/09/2015 14:30,0.376,G,102,26.436,G,102,,
01/09/2015 14:45,0.377,G,102,26.437,G,102,,
01/09/2015 15:00,0.379,G,102,26.439,G,102,,
01/09/2015 15:15,0.378,G,102,26.438,G,102,,
01/09/2015 15:30,0.38,G,102,26.44,G,102,,
01/09/2015 15:45,0.379,G,102,26.439,G,102,,
01/09/2015 16:00,0.378,G,102,26.438,G,102,,
01/09/2015 16:15,0.378,G,102,26.438,G,102,,
01/09/2015 16:30,0.379,G,102,26.439,G,102,,
01/09/2015 16:45,0.38,G,102,26.44,G,102,,
01/09/2015 17:00,0.379,G,102,26.439,G,102,,
01/09/2015 17:15,0.378,G,102,26.438,G,102,,
01/09/2015 17:30,0.379,G,102,26.439,G,102,,
01/09/2015 17:45,0.38,G,102,26.44,G,102,,
01/09/2015 18:00,0.379,G,102,26.439,G,102,,
01/09/2015 18:15,0.379,G,102,26.439,G,102,,
01/09/2015 18:30,0.379,G,102,26.439,G,102,,
01/09/2015 18:45,0.38,G,102,26.44,G,102,,
01/09/2015 19:00,0.379,G,102,26.439,G,102,,
01/09/2015 19:15,0.379,G,102,26.439,G,102,,
01/09/2015 19:30,0.379,G,102,26.439,G,102,,
01/09/2015 19:45,0.377,G,102,26.437,G,102,,
01/09/2015 20:00,0.377,G,102,26.437,G,102,,
01/09/2015 20:15,0.376,G,102,26.436,G,102,,
01/09/2015 20:30,0.376,G,102,26.436,G,102,,
01/09/2015 20:45,0.379,G,102,26.439,G,102,,
01/09/2015 21:00,0.381,G,102,26.441,G,102,,
01/09/2015 21:15,0.386,G,102,26.446,G,102,,
01/09/2015 21:30,0.395,G,102,26.455,G,102,,
01/09/2015 21:45,0.405,G,102,26.465,G,102,,
01/09/2015 22:00,0.416,G,102,26.476,G,102,,
01/09/2015 22:15,0.427,G,102,26.487,G,102,,
01/09/2015 22:30,0.439,G,102,26.499,G,102,,
01/09/2015 22:45,0.449,G,102,26.509,G,102,,
01/09/2015 23:00,0.463,G,102,26.523,G,102,,
01/09/2015 23:15,0.477,G,102,26.537,G,102,,
01/09/2015 23:30,0.488,G,102,26.548,G,102,,
01/09/2015 23:45,0.493,G,102,26.553,G,102,,
02/09/2015 00:00,0.497,G,102,26.557,G,102,,
02/09/2015 00:15,0.493,G,102,26.553,G,102,,
02/09/2015 00:30,0.487,G,102,26.547,G,102,,
02/09/2015 00:45,0.481,G,102,26.541,G,102,,
02/09/2015 01:00,0.474,G,102,26.534,G,102,,
02/09/2015 01:15,0.47,G,102,26.53,G,102,,
02/09/2015 01:30,0.465,G,102,26.525,G,102,,
02/09/2015 01:45,0.465,G,102,26.525,G,102,,
02/09/2015 02:00,0.464,G,102,26.524,G,102,,
02/09/2015 02:15,0.462,G,102,26.522,G,102,,
02/09/2015 02:30,0.458,G,102,26.518,G,102,,
02/09/2015 02:45,0.454,G,102,26.514,G,102,,
02/09/2015 03:00,0.452,G,102,26.512,G,102,,
02/09/2015 03:15,0.446,G,102,26.506,G,102,,
02/09/2015 03:30,0.441,G,102,26.501,G,102,,
02/09/2015 03:45,0.437,G,102,26.497,G,102,,
02/09/2015 04:00,0.433,G,102,26.493,G,102,,
02/09/2015 04:15,0.429,G,102,26.489,G,102,,
02/09/2015 04:30,0.423,G,102,26.483,G,102,,
02/09/2015 04:45,0.417,G,102,26.477,G,102,,
02/09/2015 05:00,0.414,G,102,26.474,G,102,,
02/09/2015 05:15,0.41,G,102,26.47,G,102,,
02/09/2015 05:30,0.406,G,102,26.466,G,102,,
02/09/2015 05:45,0.403,G,102,26.463,G,102,,
02/09/2015 06:00,0.399,G,102,26.459,G,102,,
02/09/2015 06:15,0.396,G,102,26.456,G,102,,
02/09/2015 06:30,0.392,G,102,26.452,G,102,,
02/09/2015 06:45,0.39,G,102,26.45,G,102,,
02/09/2015 07:00,0.388,G,102,26.448,G,102,,
02/09/2015 07:15,0.385,G,102,26.445,G,102,,
02/09/2015 07:30,0.384,G,102,26.444,G,102,,
02/09/2015 07:45,0.381,G,102,26.441,G,102,,
02/09/2015 08:00,0.381,G,102,26.441,G,102,,
02/09/2015 08:15,0.379,G,102,26.439,G,102,,
02/09/2015 08:30,0.378,G,102,26.438,G,102,,
02/09/2015 08:45,0.376,G,102,26.436,G,102,,
02/09/2015 09:00,0.375,G,102,26.435,G,102,,
02/09/2015 09:15,0.375,G,102,26.435,G,102,,
02/09/2015 09:30,0.375,G,102,26.435,G,102,,
02/09/2015 09:45,0.376,G,102,26.436,G,102,,
02/09/2015 10:00,0.375,G,102,26.435,G,102,,
02/09/2015 10:15,0.373,G,102,26.433,G,102,,
02/09/2015 10:30,0.374,G,102,26.434,G,102,,
02/09/2015 10:45,0.373,G,102,26.433,G,102,,
02/09/2015 11:00,0.374,G,102,26.434,G,102,,
02/09/2015 11:15,0.374,G,102,26.434,G,102,,
02/09/2015 11:30,0.376,G,102,26.436,G,102,,
02/09/2015 11:45,0.376,G,102,26.436,G,102,,
02/09/2015 12:00,0.382,G,102,26.442,G,102,,
02/09/2015 12:15,0.383,G,102,26.443,G,102,,
02/09/2015 12:30,0.384,G,102,26.444,G,102,,
02/09/2015 12:45,0.386,G,102,26.446,G,102,,
02/09/2015 13:00,0.386,G,102,26.446,G,102,,
02/09/2015 13:15,0.386,G,102,26.446,G,102,,
02/09/2015 13:30,0.389,G,102,26.449,G,102,,
02/09/2015 13:45,0.389,G,102,26.449,G,102,,
02/09/2015 14:00,0.39,G,102,26.45,G,102,,
02/09/2015 14:15,0.391,G,102,26.451,G,102,,
02/09/2015 14:30,0.388,G,102,26.448,G,102,,
02/09/2015 14:45,0.389,G,102,26.449,G,102,,
02/09/2015 15:00,0.391,G,102,26.451,G,102,,
02/09/2015 15:15,0.391,G,102,26.451,G,102,,
02/09/2015 15:30,0.39,G,102,26.45,G,102,,
02/09/2015 15:45,0.389,G,102,26.449,G,102,,
02/09/2015 16:00,0.389,G,102,26.449,G,102,,
02/09/2015 16:15,0.389,G,102,26.449,G,102,,
02/09/2015 16:30,0.391,G,102,26.451,G,102,,
02/09/2015 16:45,0.39,G,102,26.45,G,102,,
02/09/2015 17:00,0.39,G,102,26.45,G,102,,
02/09/2015 17:15,0.392,G,102,26.452,G,102,,
02/09/2015 17:30,0.398,G,102,26.458,G,102,,
02/09/2015 17:45,0.404,G,102,26.464,G,102,,
02/09/2015 18:00,0.409,G,102,26.469,G,102,,
02/09/2015 18:15,0.413,G,102,26.473,G,102,,
02/09/2015 18:30,0.416,G,102,26.476,G,102,,
02/09/2015 18:45,0.416,G,102,26.476,G,102,,
02/09/2015 19:00,0.416,G,102,26.476,G,102,,
02/09/2015 19:15,0.415,G,102,26.475,G,102,,
02/09/2015 19:30,0.413,G,102,26.473,G,102,,
02/09/2015 19:45,0.406,G,102,26.466,G,102,,
02/09/2015 20:00,0.406,G,102,26.466,G,102,,
02/09/2015 20:15,0.405,G,102,26.465,G,102,,
02/09/2015 20:30,0.404,G,102,26.464,G,102,,
02/09/2015 20:45,0.401,G,102,26.461,G,102,,
02/09/2015 21:00,0.402,G,102,26.462,G,102,,
02/09/2015 21:15,0.402,G,102,26.462,G,102,,
02/09/2015 21:30,0.403,G,102,26.463,G,102,,
02/09/2015 21:45,0.402,G,102,26.462,G,102,,
02/09/2015 22:00,0.402,G,102,26.462,G,102,,
02/09/2015 22:15,0.403,G,102,26.463,G,102,,
02/09/2015 22:30,0.401,G,102,26.461,G,102,,
02/09/2015 22:45,0.4,G,102,26.46,G,102,,
02/09/2015 23:00,0.402,G,102,26.462,G,102,,
02/09/2015 23:15,0.402,G,102,26.462,G,102,,
02/09/2015 23:30,0.404,G,102,26.464,G,102,,
02/09/2015 23:45,0.404,G,102,26.464,G,102,,
03/09/2015 00:00,0.406,G,102,26.466,G,102,,
03/09/2015 00:15,0.407,G,102,26.467,G,102,,
03/09/2015 00:30,0.406,G,102,26.466,G,102,,
03/09/2015 00:45,0.405,G,102,26.465,G,102,,
03/09/2015 01:00,0.404,G,102,26.464,G,102,,
03/09/2015 01:15,0.403,G,102,26.463,G,102,,
03/09/2015 01:30,0.402,G,102,26.462,G,102,,
03/09/2015 01:45,0.397,G,102,26.457,G,102,,
03/09/2015 02:00,0.394,G,102,26.454,G,102,,
03/09/2015 02:15,0.394,G,102,26.454,G,102,,
03/09/2015 02:30,0.392,G,102,26.452,G,102,,
03/09/2015 02:45,0.39,G,102,26.45,G,102,,
03/09/2015 03:00,0.387,G,102,26.447,G,102,,
03/09/2015 03:15,0.387,G,102,26.447,G,102,,
03/09/2015 03:30,0.384,G,102,26.444,G,102,,
03/09/2015 03:45,0.381,G,102,26.441,G,102,,
03/09/2015 04:00,0.379,G,102,26.439,G,102,,
03/09/2015 04:15,0.378,G,102,26.438,G,102,,
03/09/2015 04:30,0.376,G,102,26.436,G,102,,
03/09/2015 04:45,0.376,G,102,26.436,G,102,,
03/09/2015 05:00,0.374,G,102,26.434,G,102,,
03/09/2015 05:15,0.373,G,102,26.433,G,102,,
03/09/2015 05:30,0.372,G,102,26.432,G,102,,
03/09/2015 05:45,0.372,G,102,26.432,G,102,,
03/09/2015 06:00,0.372,G,102,26.432,G,102,,
03/09/2015 06:15,0.37,G,102,26.43,G,102,,
03/09/2015 06:30,0.37,G,102,26.43,G,102,,
03/09/2015 06:45,0.369,G,102,26.429,G,102,,
03/09/2015 07:00,0.368,G,102,26.428,G,102,,
03/09/2015 07:15,0.368,G,102,26.428,G,102,,
03/09/2015 07:30,0.368,G,102,26.428,G,102,,
03/09/2015 07:45,0.367,G,102,26.427,G,102,,
03/09/2015 08:00,0.367,G,102,26.427,G,102,,
03/09/2015 08:15,0.366,G,102,26.426,G,102,,
03/09/2015 08:30,0.365,G,102,26.425,G,102,,
03/09/2015 08:45,0.365,G,102,26.425,G,102,,
03/09/2015 09:00,0.363,G,102,26.423,G,102,,
03/09/2015 09:15,0.363,G,102,26.423,G,102,,
03/09/2015 09:30,0.364,G,102,26.424,G,102,,
03/09/2015 09:45,0.364,G,102,26.424,G,102,,
03/09/2015 10:00,0.363,G,102,26.423,G,102,,
03/09/2015 10:15,0.364,G,102,26.424,G,102,,
03/09/2015 10:30,0.364,G,102,26.424,G,102,,
03/09/2015 10:45,0.365,G,102,26.425,G,102,,
03/09/2015 11:00,0.368,G,102,26.428,G,102,,
03/09/2015 11:15,0.368,G,102,26.428,G,102,,
03/09/2015 11:30,0.371,G,102,26.431,G,102,,
03/09/2015 11:45,0.373,G,102,26.433,G,102,,
03/09/2015 12:00,0.374,G,102,26.434,G,102,,
03/09/2015 12:15,0.378,G,102,26.438,G,102,,
03/09/2015 12:30,0.378,G,102,26.438,G,102,,
03/09/2015 12:45,0.382,G,102,26.442,G,102,,
03/09/2015 13:00,0.38,G,102,26.44,G,102,,
03/09/2015 13:15,0.383,G,102,26.443,G,102,,
03/09/2015 13:30,0.383,G,102,26.443,G,102,,
03/09/2015 13:45,0.384,G,102,26.444,G,102,,
03/09/2015 14:00,0.385,G,102,26.445,G,102,,
03/09/2015 14:15,0.388,G,102,26.448,G,102,,
03/09/2015 14:30,0.388,G,102,26.448,G,102,,
03/09/2015 14:45,0.39,G,102,26.45,G,102,,
03/09/2015 15:00,0.394,G,102,26.454,G,102,,
03/09/2015 15:15,0.392,G,102,26.452,G,102,,
03/09/2015 15:30,0.397,G,102,26.457,G,102,,
03/09/2015 15:45,0.398,G,102,26.458,G,102,,
03/09/2015 16:00,0.398,G,102,26.458,G,102,,
03/09/2015 16:15,0.398,G,102,26.458,G,102,,
03/09/2015 16:30,0.401,G,102,26.461,G,102,,
03/09/2015 16:45,0.403,G,102,26.463,G,102,,
03/09/2015 17:00,0.404,G,102,26.464,G,102,,
03/09/2015 17:15,0.406,G,102,26.466,G,102,,
03/09/2015 17:30,0.406,G,102,26.466,G,102,,
03/09/2015 17:45,0.407,G,102,26.467,G,102,,
03/09/2015 18:00,0.408,G,102,26.468,G,102,,
03/09/2015 18:15,0.408,G,102,26.468,G,102,,
03/09/2015 18:30,0.408,G,102,26.468,G,102,,
03/09/2015 18:45,0.408,G,102,26.468,G,102,,
03/09/2015 19:00,0.409,G,102,26.469,G,102,,
03/09/2015 19:15,0.407,G,102,26.467,G,102,,
03/09/2015 19:30,0.411,G,102,26.471,G,102,,
03/09/2015 19:45,0.411,G,102,26.471,G,102,,
03/09/2015 20:00,0.41,G,102,26.47,G,102,,
03/09/2015 20:15,0.411,G,102,26.471,G,102,,
03/09/2015 20:30,0.411,G,102,26.471,G,102,,
03/09/2015 20:45,0.411,G,102,26.471,G,102,,
03/09/2015 21:00,0.411,G,102,26.471,G,102,,
03/09/2015 21:15,0.412,G,102,26.472,G,102,,
03/09/2015 21:30,0.411,G,102,26.471,G,102,,
03/09/2015 21:45,0.411,G,102,26.471,G,102,,
03/09/2015 22:00,0.411,G,102,26.471,G,102,,
03/09/2015 22:15,0.41,G,102,26.47,G,102,,
03/09/2015 22:30,0.41,G,102,26.47,G,102,,
03/09/2015 22:45,0.41,G,102,26.47,G,102,,
03/09/2015 23:00,0.41,G,102,26.47,G,102,,
03/09/2015 23:15,0.41,G,102,26.47,G,102,,
03/09/2015 23:30,0.41,G,102,26.47,G,102,,
03/09/2015 23:45,0.41,G,102,26.47,G,102,,
04/09/2015 00:00,0.408,G,102,26.468,G,102,,
04/09/2015 00:15,0.408,G,102,26.468,G,102,,
04/09/2015 00:30,0.408,G,102,26.468,G,102,,
04/09/2015 00:45,0.406,G,102,26.466,G,102,,
04/09/2015 01:00,0.405,G,102,26.465,G,102,,
04/09/2015 01:15,0.405,G,102,26.465,G,102,,
04/09/2015 01:30,0.404,G,102,26.464,G,102,,
04/09/2015 01:45,0.403,G,102,26.463,G,102,,
04/09/2015 02:00,0.401,G,102,26.461,G,102,,
04/09/2015 02:15,0.401,G,102,26.461,G,102,,
04/09/2015 02:30,0.398,G,102,26.458,G,102,,
04/09/2015 02:45,0.397,G,102,26.457,G,102,,
04/09/2015 03:00,0.395,G,102,26.455,G,102,,
04/09/2015 03:15,0.394,G,102,26.454,G,102,,
04/09/2015 03:30,0.391,G,102,26.451,G,102,,
04/09/2015 03:45,0.39,G,102,26.45,G,102,,
04/09/2015 04:00,0.389,G,102,26.449,G,102,,
04/09/2015 04:15,0.387,G,102,26.447,G,102,,
04/09/2015 04:30,0.385,G,102,26.445,G,102,,
04/09/2015 04:45,0.383,G,102,26.443,G,102,,
04/09/2015 05:00,0.383,G,102,26.443,G,102,,
04/09/2015 05:15,0.382,G,102,26.442,G,102,,
04/09/2015 05:30,0.378,G,102,26.438,G,102,,
04/09/2015 05:45,0.377,G,102,26.437,G,102,,
04/09/2015 06:00,0.375,G,102,26.435,G,102,,
04/09/2015 06:15,0.375,G,102,26.435,G,102,,
04/09/2015 06:30,0.374,G,102,26.434,G,102,,
04/09/2015 06:45,0.372,G,102,26.432,G,102,,
04/09/2015 07:00,0.371,G,102,26.431,G,102,,
04/09/2015 07:15,0.369,G,102,26.429,G,102,,
04/09/2015 07:30,0.368,G,102,26.428,G,102,,
04/09/2015 07:45,0.369,G,102,26.429,G,102,,
04/09/2015 08:00,0.367,G,102,26.427,G,102,,
04/09/2015 08:15,0.364,G,102,26.424,G,102,,
04/09/2015 08:30,0.363,G,102,26.423,G,102,,
04/09/2015 08:45,0.361,G,102,26.421,G,102,,
04/09/2015 09:00,0.36,G,102,26.42,G,102,,
04/09/2015 09:15,0.359,G,102,26.419,G,102,,
04/09/2015 09:30,0.359,G,102,26.419,G,102,,
04/09/2015 09:45,0.359,G,102,26.419,G,102,,
04/09/2015 10:00,0.357,G,102,26.417,G,102,,
04/09/2015 10:15,0.357,G,102,26.417,G,102,,
04/09/2015 10:30,0.356,G,102,26.416,G,102,,
04/09/2015 10:45,0.356,G,102,26.416,G,102,,
04/09/2015 11:00,0.356,G,102,26.416,G,102,,
04/09/2015 11:15,0.358,G,102,26.418,G,102,,
04/09/2015 11:30,0.36,G,102,26.42,G,102,,
04/09/2015 11:45,0.361,G,102,26.421,G,102,,
04/09/2015 12:00,0.363,G,102,26.423,G,102,,
04/09/2015 12:15,0.365,G,102,26.425,G,102,,
04/09/2015 12:30,0.366,G,102,26.426,G,102,,
04/09/2015 12:45,0.368,G,102,26.428,G,102,,
04/09/2015 13:00,0.372,G,102,26.432,G,102,,
04/09/2015 13:15,0.372,G,102,26.432,G,102,,
04/09/2015 13:30,0.376,G,102,26.436,G,102,,
04/09/2015 13:45,0.374,G,102,26.434,G,102,,
04/09/2015 14:00,0.377,G,102,26.437,G,102,,
04/09/2015 14:15,0.378,G,102,26.438,G,102,,
04/09/2015 14:30,0.379,G,102,26.439,G,102,,
04/09/2015 14:45,0.381,G,102,26.441,G,102,,
04/09/2015 15:00,0.38,G,102,26.44,G,102,,
04/09/2015 15:15,0.38,G,102,26.44,G,102,,
04/09/2015 15:30,0.38,G,102,26.44,G,102,,
04/09/2015 15:45,0.38,G,102,26.44,G,102,,
04/09/2015 16:00,0.379,G,102,26.439,G,102,,
04/09/2015 16:15,0.378,G,102,26.438,G,102,,
04/09/2015 16:30,0.378,G,102,26.438,G,102,,
04/09/2015 16:45,0.379,G,102,26.439,G,102,,
04/09/2015 17:00,0.377,G,102,26.437,G,102,,
04/09/2015 17:15,0.379,G,102,26.439,G,102,,
04/09/2015 17:30,0.38,G,102,26.44,G,102,,
04/09/2015 17:45,0.38,G,102,26.44,G,102,,
04/09/2015 18:00,0.377,G,102,26.437,G,102,,
04/09/2015 18:15,0.377,G,102,26.437,G,102,,
04/09/2015 18:30,0.379,G,102,26.439,G,102,,
04/09/2015 18:45,0.376,G,102,26.436,G,102,,
04/09/2015 19:00,0.375,G,102,26.435,G,102,,
04/09/2015 19:15,0.375,G,102,26.435,G,102,,
04/09/2015 19:30,0.374,G,102,26.434,G,102,,
04/09/2015 19:45,0.373,G,102,26.433,G,102,,
04/09/2015 20:00,0.374,G,102,26.434,G,102,,
04/09/2015 20:15,0.374,G,102,26.434,G,102,,
04/09/2015 20:30,0.372,G,102,26.432,G,102,,
04/09/2015 20:45,0.374,G,102,26.434,G,102,,
04/09/2015 21:00,0.373,G,102,26.433,G,102,,
04/09/2015 21:15,0.372,G,102,26.432,G,102,,
04/09/2015 21:30,0.372,G,102,26.432,G,102,,
04/09/2015 21:45,0.372,G,102,26.432,G,102,,
04/09/2015 22:00,0.372,G,102,26.432,G,102,,
04/09/2015 22:15,0.371,G,102,26.431,G,102,,
04/09/2015 22:30,0.372,G,102,26.432,G,102,,
04/09/2015 22:45,0.372,G,102,26.432,G,102,,
04/09/2015 23:00,0.37,G,102,26.43,G,102,,
04/09/2015 23:15,0.37,G,102,26.43,G,102,,
04/09/2015 23:30,0.37,G,102,26.43,G,102,,
04/09/2015 23:45,0.369,G,102,26.429,G,102,,
05/09/2015 00:00,0.369,G,102,26.429,G,102,,
05/09/2015 00:15,0.367,G,102,26.427,G,102,,
05/09/2015 00:30,0.367,G,102,26.427,G,102,,
05/09/2015 00:45,0.368,G,102,26.428,G,102,,
05/09/2015 01:00,0.367,G,102,26.427,G,102,,
05/09/2015 01:15,0.366,G,102,26.426,G,102,,
05/09/2015 01:30,0.366,G,102,26.426,G,102,,
05/09/2015 01:45,0.368,G,102,26.428,G,102,,
05/09/2015 02:00,0.364,G,102,26.424,G,102,,
05/09/2015 02:15,0.366,G,102,26.426,G,102,,
05/09/2015 02:30,0.366,G,102,26.426,G,102,,
05/09/2015 02:45,0.364,G,102,26.424,G,102,,
05/09/2015 03:00,0.364,G,102,26.424,G,102,,
05/09/2015 03:15,0.364,G,102,26.424,G,102,,
05/09/2015 03:30,0.363,G,102,26.423,G,102,,
05/09/2015 03:45,0.361,G,102,26.421,G,102,,
05/09/2015 04:00,0.36,G,102,26.42,G,102,,
05/09/2015 04:15,0.361,G,102,26.421,G,102,,
05/09/2015 04:30,0.361,G,102,26.421,G,102,,
05/09/2015 04:45,0.359,G,102,26.419,G,102,,
05/09/2015 05:00,0.36,G,102,26.42,G,102,,
05/09/2015 05:15,0.359,G,102,26.419,G,102,,
05/09/2015 05:30,0.364,G,102,26.424,G,102,,
05/09/2015 05:45,0.368,G,102,26.428,G,102,,
05/09/2015 06:00,0.381,G,102,26.441,G,102,,
05/09/2015 06:15,0.393,G,102,26.453,G,102,,
05/09/2015 06:30,0.404,G,102,26.464,G,102,,
05/09/2015 06:45,0.412,G,102,26.472,G,102,,
05/09/2015 07:00,0.417,G,102,26.477,G,102,,
05/09/2015 07:15,0.417,G,102,26.477,G,102,,
05/09/2015 07:30,0.417,G,102,26.477,G,102,,
05/09/2015 07:45,0.415,G,102,26.475,G,102,,
05/09/2015 08:00,0.409,G,102,26.469,G,102,,
05/09/2015 08:15,0.404,G,102,26.464,G,102,,
05/09/2015 08:30,0.398,G,102,26.458,G,102,,
05/09/2015 08:45,0.392,G,102,26.452,G,102,,
05/09/2015 09:00,0.392,G,102,26.452,G,102,,
05/09/2015 09:15,0.384,G,102,26.444,G,102,,
05/09/2015 09:30,0.38,G,102,26.44,G,102,,
05/09/2015 09:45,0.377,G,102,26.437,G,102,,
05/09/2015 10:00,0.375,G,102,26.435,G,102,,
05/09/2015 10:15,0.372,G,102,26.432,G,102,,
05/09/2015 10:30,0.373,G,102,26.433,G,102,,
05/09/2015 10:45,0.371,G,102,26.431,G,102,,
05/09/2015 11:00,0.372,G,102,26.432,G,102,,
05/09/2015 11:15,0.372,G,102,26.432,G,102,,
05/09/2015 11:30,0.373,G,102,26.433,G,102,,
05/09/2015 11:45,0.372,G,102,26.432,G,102,,
05/09/2015 12:00,0.375,G,102,26.435,G,102,,
05/09/2015 12:15,0.373,G,102,26.433,G,102,,
05/09/2015 12:30,0.376,G,102,26.436,G,102,,
05/09/2015 12:45,0.372,G,102,26.432,G,102,,
05/09/2015 13:00,0.371,G,102,26.431,G,102,,
05/09/2015 13:15,0.373,G,102,26.433,G,102,,
05/09/2015 13:30,0.372,G,102,26.432,G,102,,
05/09/2015 13:45,0.375,G,102,26.435,G,102,,
05/09/2015 14:00,0.377,G,102,26.437,G,102,,
05/09/2015 14:15,0.378,G,102,26.438,G,102,,
05/09/2015 14:30,0.379,G,102,26.439,G,102,,
05/09/2015 14:45,0.38,G,102,26.44,G,102,,
05/09/2015 15:00,0.381,G,102,26.441,G,102,,
05/09/2015 15:15,0.379,G,102,26.439,G,102,,
05/09/2015 15:30,0.382,G,102,26.442,G,102,,
05/09/2015 15:45,0.382,G,102,26.442,G,102,,
05/09/2015 16:00,0.382,G,102,26.442,G,102,,
05/09/2015 16:15,0.382,G,102,26.442,G,102,,
05/09/2015 16:30,0.383,G,102,26.443,G,102,,
05/09/2015 16:45,0.381,G,102,26.441,G,102,,
05/09/2015 17:00,0.38,G,102,26.44,G,102,,
05/09/2015 17:15,0.38,G,102,26.44,G,102,,
05/09/2015 17:30,0.379,G,102,26.439,G,102,,
05/09/2015 17:45,0.38,G,102,26.44,G,102,,
05/09/2015 18:00,0.379,G,102,26.439,G,102,,
05/09/2015 18:15,0.379,G,102,26.439,G,102,,
05/09/2015 18:30,0.377,G,102,26.437,G,102,,
05/09/2015 18:45,0.376,G,102,26.436,G,102,,
05/09/2015 19:00,0.376,G,102,26.436,G,102,,
05/09/2015 19:15,0.375,G,102,26.435,G,102,,
05/09/2015 19:30,0.374,G,102,26.434,G,102,,
05/09/2015 19:45,0.373,G,102,26.433,G,102,,
05/09/2015 20:00,0.373,G,102,26.433,G,102,,
05/09/2015 20:15,0.372,G,102,26.432,G,102,,
05/09/2015 20:30,0.371,G,102,26.431,G,102,,
05/09/2015 20:45,0.371,G,102,26.431,G,102,,
05/09/2015 21:00,0.37,G,102,26.43,G,102,,
05/09/2015 21:15,0.369,G,102,26.429,G,102,,
05/09/2015 21:30,0.368,G,102,26.428,G,102,,
05/09/2015 21:45,0.366,G,102,26.426,G,102,,
05/09/2015 22:00,0.369,G,102,26.429,G,102,,
05/09/2015 22:15,0.367,G,102,26.427,G,102,,
05/09/2015 22:30,0.366,G,102,26.426,G,102,,
05/09/2015 22:45,0.366,G,102,26.426,G,102,,
05/09/2015 23:00,0.365,G,102,26.425,G,102,,
